,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
21906,29,80000,RENT,3.0,PERSONAL,A,6000,6.99,0,0.07,N,10
31405,41,92000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,9.63,0,0.09,N,13
16472,21,36000,MORTGAGE,5.0,MEDICAL,B,1000,12.42,0,0.03,N,2
5109,23,57000,RENT,1.0,PERSONAL,A,9000,7.14,0,0.16,N,2
4059,26,70000,RENT,5.0,PERSONAL,C,4000,13.85,0,0.06,N,4
26192,31,98000,OWN,10.0,HOMEIMPROVEMENT,A,5100,6.03,0,0.05,N,6
27386,28,136092,MORTGAGE,2.0,PERSONAL,C,8000,13.61,0,0.06,N,7
17203,23,46932,OWN,,EDUCATION,A,7000,5.79,0,0.15,N,3
27975,33,72250,MORTGAGE,0.0,MEDICAL,D,25000,16.0,1,0.29,Y,5
22003,27,60000,RENT,8.0,VENTURE,A,7000,6.99,0,0.12,N,10
3105,25,25000,RENT,5.0,HOMEIMPROVEMENT,B,3450,11.99,1,0.14,N,4
9204,21,20000,RENT,2.0,DEBTCONSOLIDATION,B,5000,10.39,0,0.25,N,2
15705,26,156000,MORTGAGE,6.0,VENTURE,C,9600,14.27,0,0.06,Y,2
28931,27,62900,RENT,7.0,MEDICAL,D,24250,15.31,1,0.33,N,6
16773,25,59000,OWN,6.0,MEDICAL,A,5000,6.17,0,0.08,N,2
9534,25,123000,RENT,1.0,MEDICAL,B,8000,12.53,0,0.07,N,3
13978,26,99900,MORTGAGE,10.0,PERSONAL,A,2700,,0,0.03,N,3
30260,42,57996,RENT,26.0,VENTURE,A,6000,8.59,0,0.1,N,12
13420,24,91000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,1000,7.68,0,0.01,N,3
21360,27,47380,MORTGAGE,11.0,HOMEIMPROVEMENT,C,15000,13.79,0,0.32,Y,9
6457,23,41124,RENT,7.0,DEBTCONSOLIDATION,A,6000,7.49,0,0.15,N,4
20307,30,96000,RENT,1.0,VENTURE,B,4000,10.75,0,0.04,N,5
15348,23,130000,OWN,7.0,VENTURE,D,22600,14.96,0,0.17,Y,2
31467,39,40800,RENT,4.0,MEDICAL,D,14000,16.0,1,0.34,Y,17
27556,30,138000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,10000,10.99,1,0.07,N,10
23751,27,75000,RENT,0.0,HOMEIMPROVEMENT,B,9475,,0,0.13,N,5
5347,23,45000,MORTGAGE,8.0,VENTURE,B,13000,10.99,0,0.29,N,2
16162,21,32400,RENT,2.0,VENTURE,C,10000,13.23,1,0.31,Y,3
15184,21,125000,MORTGAGE,2.0,PERSONAL,A,6000,5.79,0,0.05,N,2
28859,28,62352,MORTGAGE,3.0,EDUCATION,A,3800,6.62,0,0.06,N,6
3808,25,30900,RENT,1.0,VENTURE,D,4000,12.61,1,0.13,N,3
9089,23,60400,RENT,2.0,VENTURE,B,8000,9.25,0,0.13,N,4
3379,24,47160,RENT,5.0,VENTURE,B,11000,11.14,0,0.23,N,4
23699,32,65000,OWN,3.0,PERSONAL,C,12000,13.35,0,0.18,Y,9
28650,32,61200,MORTGAGE,,PERSONAL,A,15000,6.99,0,0.25,N,9
25430,27,85000,MORTGAGE,11.0,EDUCATION,A,12000,6.62,0,0.14,N,10
15830,20,188004,MORTGAGE,4.0,EDUCATION,A,2000,8.59,0,0.01,N,4
30271,37,24000,RENT,4.0,MEDICAL,A,7000,6.92,0,0.29,N,14
207,23,74000,RENT,3.0,MEDICAL,B,25000,10.36,1,0.34,N,3
23512,34,102000,RENT,4.0,EDUCATION,E,8400,17.19,0,0.08,Y,10
16552,22,75600,MORTGAGE,3.0,EDUCATION,A,10000,,0,0.13,N,4
30753,36,45600,RENT,8.0,PERSONAL,D,8775,12.36,0,0.19,Y,17
29631,40,54000,RENT,7.0,PERSONAL,B,12000,10.62,0,0.22,N,14
27095,29,121722,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7200,,0,0.06,N,7
24115,29,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4200,10.99,0,0.06,N,9
9471,25,62000,OWN,7.0,VENTURE,C,3500,13.57,0,0.06,N,4
3282,26,24000,RENT,0.0,MEDICAL,D,3600,14.96,1,0.15,N,4
2472,23,32198,MORTGAGE,3.0,EDUCATION,B,1000,10.95,0,0.03,N,2
15961,22,4800,RENT,0.0,MEDICAL,C,1200,14.26,1,0.25,Y,2
15035,26,120000,MORTGAGE,10.0,PERSONAL,C,10000,12.73,0,0.08,N,3
24452,31,72500,MORTGAGE,12.0,HOMEIMPROVEMENT,B,8875,11.99,0,0.12,N,7
31155,41,33150,RENT,5.0,EDUCATION,C,11500,12.98,1,0.35,N,15
29418,36,27600,RENT,0.0,EDUCATION,B,1000,11.49,0,0.04,N,12
6869,22,50000,OWN,4.0,VENTURE,B,16000,9.45,0,0.32,N,4
18574,29,68004,RENT,3.0,MEDICAL,B,18000,10.0,0,0.26,N,9
26125,29,96000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,,0,0.1,N,5
4470,22,48000,RENT,0.0,DEBTCONSOLIDATION,C,4800,12.98,0,0.1,Y,2
6799,21,25000,RENT,1.0,EDUCATION,B,7000,12.69,0,0.28,N,2
17195,21,31680,RENT,5.0,VENTURE,C,15000,12.61,1,0.47,Y,2
16956,25,117014,MORTGAGE,5.0,EDUCATION,A,8400,7.29,0,0.07,N,3
19777,28,54263,RENT,0.0,HOMEIMPROVEMENT,C,3500,11.66,0,0.06,N,5
21951,27,115000,RENT,3.0,VENTURE,A,6000,7.4,0,0.05,N,5
17566,26,72600,MORTGAGE,3.0,VENTURE,A,4500,7.74,0,0.06,N,3
21759,30,55840,RENT,6.0,MEDICAL,B,6000,10.25,0,0.11,N,5
25023,27,44004,RENT,1.0,EDUCATION,D,11750,15.31,1,0.27,Y,8
17665,23,68000,MORTGAGE,5.0,MEDICAL,B,11500,9.99,0,0.17,N,2
10432,24,29000,RENT,1.0,VENTURE,B,10000,10.74,1,0.34,N,2
28918,32,40000,MORTGAGE,16.0,MEDICAL,A,16000,5.99,0,0.4,N,9
31971,37,48000,RENT,3.0,MEDICAL,D,7500,16.29,0,0.16,Y,12
3532,22,37000,MORTGAGE,6.0,EDUCATION,B,7500,10.95,0,0.2,N,2
3145,22,30000,RENT,3.0,MEDICAL,C,3500,13.92,0,0.12,N,4
3134,22,35900,MORTGAGE,6.0,PERSONAL,C,6000,15.27,0,0.17,N,3
32132,37,58000,RENT,9.0,VENTURE,B,18200,10.99,1,0.31,N,17
24210,35,70000,OWN,6.0,VENTURE,B,17000,9.88,0,0.24,N,6
31277,37,85000,MORTGAGE,19.0,HOMEIMPROVEMENT,B,10000,9.99,0,0.12,N,16
12011,24,61200,MORTGAGE,9.0,MEDICAL,B,13500,10.83,1,0.19,N,2
6831,22,69000,RENT,2.0,VENTURE,A,6000,7.49,0,0.09,N,4
22644,30,56628,MORTGAGE,2.0,HOMEIMPROVEMENT,A,12000,8.94,0,0.21,N,10
772,24,83500,RENT,1.0,EDUCATION,C,20000,13.48,0,0.24,N,3
10397,23,25920,RENT,4.0,EDUCATION,D,10000,15.58,1,0.39,N,2
10237,23,54000,RENT,2.0,PERSONAL,F,9600,20.62,1,0.18,Y,2
25401,27,84906,MORTGAGE,11.0,DEBTCONSOLIDATION,A,4500,7.51,0,0.05,N,10
20349,29,12000,RENT,1.0,EDUCATION,D,4500,15.05,1,0.38,N,9
12219,25,80000,MORTGAGE,3.0,EDUCATION,D,20000,15.62,0,0.25,Y,3
18250,30,90000,RENT,3.0,MEDICAL,B,24000,11.49,0,0.27,N,6
21120,27,45000,OWN,3.0,PERSONAL,B,3500,11.14,0,0.08,N,8
12864,21,85000,MORTGAGE,5.0,EDUCATION,B,25000,10.99,0,0.29,N,2
694,23,59000,RENT,7.0,EDUCATION,C,20000,12.29,1,0.34,N,4
7809,22,40000,RENT,1.0,EDUCATION,B,7000,11.14,0,0.17,N,4
18241,29,72000,RENT,4.0,EDUCATION,A,24000,7.66,1,0.33,N,6
18618,31,105600,RENT,5.0,DEBTCONSOLIDATION,B,17700,10.99,0,0.17,N,6
8124,25,55800,MORTGAGE,9.0,MEDICAL,C,3500,14.17,0,0.06,Y,3
5948,22,47748,MORTGAGE,5.0,PERSONAL,A,4500,6.39,0,0.09,N,4
25210,34,39000,OWN,5.0,HOMEIMPROVEMENT,B,12000,11.99,0,0.31,N,6
5856,24,47000,MORTGAGE,5.0,MEDICAL,A,15000,7.66,0,0.32,N,3
19149,30,39000,RENT,1.0,DEBTCONSOLIDATION,B,2400,10.99,0,0.06,N,7
25383,29,84000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,20000,11.83,0,0.24,N,5
14568,25,110000,OWN,7.0,VENTURE,B,8000,,0,0.07,N,3
3586,26,37500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,6.54,0,0.19,N,4
25792,29,35000,OWN,11.0,MEDICAL,C,4200,12.99,0,0.12,Y,7
2433,25,20800,RENT,0.0,HOMEIMPROVEMENT,D,2800,15.21,1,0.13,Y,4
16482,22,30000,MORTGAGE,6.0,EDUCATION,D,6600,14.42,0,0.22,N,4
13492,26,92400,MORTGAGE,8.0,MEDICAL,A,14500,7.88,0,0.16,N,4
13113,22,70550,RENT,4.0,MEDICAL,E,12000,15.68,1,0.14,N,3
23254,30,24414,RENT,0.0,MEDICAL,A,5000,6.91,0,0.2,N,5
12263,26,34138,RENT,3.0,DEBTCONSOLIDATION,B,12000,10.39,1,0.35,N,2
11580,24,68750,RENT,6.0,DEBTCONSOLIDATION,A,10000,6.17,0,0.15,N,4
20009,33,37500,MORTGAGE,3.0,EDUCATION,D,6500,15.33,0,0.17,Y,7
6586,21,49200,RENT,4.0,EDUCATION,C,6000,13.72,0,0.12,N,3
32416,94,24000,RENT,1.0,MEDICAL,C,6500,,0,0.27,N,27
11372,22,74000,MORTGAGE,6.0,EDUCATION,A,10000,7.88,0,0.14,N,2
5975,24,52000,RENT,2.0,MEDICAL,A,5600,7.29,0,0.11,N,2
20787,32,42000,RENT,4.0,DEBTCONSOLIDATION,B,5000,10.08,0,0.12,N,9
19141,31,34000,RENT,2.0,MEDICAL,B,2400,12.21,0,0.07,N,5
4637,22,42000,MORTGAGE,,VENTURE,B,3500,9.91,0,0.08,N,2
4017,22,58000,RENT,5.0,EDUCATION,B,4000,10.0,0,0.07,N,4
16463,25,122000,MORTGAGE,9.0,PERSONAL,C,20000,13.23,0,0.16,N,4
15043,24,120000,OWN,8.0,HOMEIMPROVEMENT,C,21000,14.26,0,0.17,Y,2
29250,36,16908,MORTGAGE,,MEDICAL,A,3000,5.42,1,0.18,N,11
9007,23,54500,RENT,2.0,DEBTCONSOLIDATION,A,8000,,0,0.15,N,2
14165,24,88000,MORTGAGE,0.0,EDUCATION,B,15000,10.2,1,0.17,N,4
2737,21,34000,MORTGAGE,5.0,EDUCATION,A,6000,6.76,0,0.18,N,2
20343,28,40000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,11200,5.42,0,0.28,N,9
7208,22,29100,RENT,2.0,PERSONAL,D,6250,16.07,1,0.21,Y,3
4419,23,40104,OTHER,7.0,EDUCATION,C,10000,12.72,0,0.25,Y,2
14864,22,117000,MORTGAGE,6.0,EDUCATION,D,7500,13.24,0,0.06,N,2
1256,23,48000,RENT,2.0,EDUCATION,B,16000,10.0,1,0.33,N,4
26071,35,95142,MORTGAGE,18.0,PERSONAL,D,12000,14.84,0,0.13,Y,9
22100,27,20000,RENT,0.0,PERSONAL,D,6500,15.65,1,0.33,N,8
23134,28,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,7.88,0,0.13,N,5
25865,29,15000,RENT,,DEBTCONSOLIDATION,D,2600,16.29,1,0.17,N,10
19458,33,41277,RENT,3.0,EDUCATION,B,3000,10.0,1,0.07,N,8
7309,22,52000,MORTGAGE,6.0,PERSONAL,A,4800,8.59,0,0.09,N,2
5265,23,44000,RENT,1.0,MEDICAL,C,5000,13.99,1,0.11,Y,2
1423,24,70399,RENT,0.0,DEBTCONSOLIDATION,A,1000,8.59,0,0.01,N,2
23277,30,61000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4000,7.9,0,0.07,N,7
17750,22,48000,MORTGAGE,6.0,EDUCATION,A,9925,9.63,0,0.21,N,3
21808,35,80000,RENT,0.0,DEBTCONSOLIDATION,B,7050,8.88,0,0.09,N,5
28185,32,114000,RENT,17.0,MEDICAL,B,6000,10.37,0,0.05,N,9
11988,23,72000,MORTGAGE,5.0,EDUCATION,F,19000,,1,0.26,Y,2
4461,23,40800,MORTGAGE,4.0,MEDICAL,B,10400,10.0,0,0.25,N,2
19105,27,15600,RENT,1.0,HOMEIMPROVEMENT,D,2250,18.25,1,0.14,N,6
13068,26,87500,OTHER,3.0,VENTURE,D,7500,15.05,0,0.09,Y,2
30615,36,50000,RENT,4.0,PERSONAL,D,8000,17.49,0,0.16,Y,14
16337,22,57996,MORTGAGE,2.0,VENTURE,B,2500,12.53,0,0.04,N,4
22489,27,30000,RENT,1.0,PERSONAL,A,7200,7.29,0,0.24,N,7
26976,30,108000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4925,,1,0.05,N,9
31282,37,85000,MORTGAGE,2.0,VENTURE,A,5600,5.42,0,0.07,N,13
17717,22,33300,MORTGAGE,5.0,DEBTCONSOLIDATION,D,5325,14.59,1,0.16,N,4
200,24,70000,RENT,3.0,EDUCATION,B,25000,11.86,1,0.36,N,4
3114,22,18000,RENT,0.0,VENTURE,C,3500,13.48,1,0.19,Y,2
14777,25,38400,RENT,3.0,DEBTCONSOLIDATION,B,15000,10.65,1,0.39,N,2
23510,28,75000,RENT,4.0,DEBTCONSOLIDATION,B,8400,11.14,1,0.11,N,5
28371,32,32004,RENT,1.0,DEBTCONSOLIDATION,D,3400,,1,0.11,N,7
8088,26,60000,RENT,0.0,VENTURE,B,7200,11.14,0,0.12,N,2
13898,24,98000,MORTGAGE,8.0,VENTURE,A,10000,6.62,0,0.1,N,3
14483,26,108000,MORTGAGE,,HOMEIMPROVEMENT,A,8000,5.42,0,0.07,N,4
27194,27,125000,MORTGAGE,11.0,PERSONAL,C,15975,12.72,0,0.13,Y,8
30982,38,50000,RENT,5.0,PERSONAL,C,10000,,0,0.2,N,13
659,24,60000,RENT,8.0,VENTURE,A,20000,,1,0.33,N,4
2687,25,52000,RENT,1.0,DEBTCONSOLIDATION,C,3000,12.99,0,0.06,Y,4
26561,29,93924,MORTGAGE,7.0,DEBTCONSOLIDATION,D,8400,,1,0.09,N,10
7857,25,55000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,6500,10.99,0,0.12,N,2
708,22,70000,RENT,2.0,PERSONAL,A,20000,6.91,0,0.29,N,4
600,24,45000,RENT,8.0,MEDICAL,E,20000,,1,0.44,N,2
11200,22,44307,RENT,6.0,HOMEIMPROVEMENT,B,10000,11.36,1,0.23,N,2
11947,25,45000,RENT,2.0,DEBTCONSOLIDATION,C,11100,13.11,0,0.25,N,2
1341,22,28000,RENT,0.0,HOMEIMPROVEMENT,D,1000,16.29,1,0.04,Y,3
17761,21,26000,RENT,2.0,EDUCATION,E,7750,16.7,1,0.3,N,3
27420,28,140000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,5000,11.49,0,0.04,N,9
14626,24,110000,MORTGAGE,8.0,EDUCATION,A,8000,6.76,0,0.07,N,4
23898,28,67000,MORTGAGE,3.0,VENTURE,B,14400,9.88,0,0.21,N,10
15296,26,130000,MORTGAGE,5.0,PERSONAL,D,35000,18.25,0,0.27,Y,4
18772,28,40000,RENT,12.0,PERSONAL,B,1000,9.88,0,0.03,N,9
3736,23,38160,MORTGAGE,5.0,MEDICAL,B,12000,10.38,0,0.31,N,4
6619,22,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6400,7.29,0,0.13,N,4
19181,30,82500,RENT,5.0,VENTURE,A,2400,8.9,0,0.03,N,5
12794,25,57424,RENT,2.0,MEDICAL,D,12000,15.31,1,0.18,N,4
6253,24,48000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,7.68,0,0.1,N,4
20110,27,38004,MORTGAGE,11.0,DEBTCONSOLIDATION,C,6500,13.79,0,0.17,Y,8
21599,30,49000,OWN,7.0,PERSONAL,B,8500,12.18,0,0.17,N,8
26120,30,96000,MORTGAGE,7.0,PERSONAL,B,6000,11.49,0,0.06,N,6
3449,22,36600,MORTGAGE,2.0,DEBTCONSOLIDATION,A,9950,7.29,0,0.27,N,3
29729,44,61000,RENT,2.0,DEBTCONSOLIDATION,D,11000,16.02,1,0.18,Y,15
25477,28,85000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,9.62,0,0.24,N,5
4708,22,34000,RENT,3.0,DEBTCONSOLIDATION,A,4975,7.51,1,0.15,N,2
14471,25,108000,MORTGAGE,8.0,VENTURE,A,15000,6.62,0,0.14,N,2
23246,30,24000,RENT,6.0,MEDICAL,D,5000,,1,0.21,Y,8
2550,21,30000,RENT,4.0,EDUCATION,D,3000,16.32,0,0.1,Y,3
20216,28,39500,MORTGAGE,11.0,EDUCATION,A,11000,7.14,0,0.28,N,8
20639,29,64000,RENT,13.0,PERSONAL,C,4900,,0,0.08,Y,10
16093,25,128500,MORTGAGE,1.0,HOMEIMPROVEMENT,C,15000,12.53,0,0.12,Y,3
14033,23,73000,RENT,1.0,PERSONAL,C,14000,13.11,0,0.19,N,2
32435,62,60000,MORTGAGE,5.0,PERSONAL,A,16000,8.9,0,0.27,N,19
31001,44,54000,RENT,0.0,DEBTCONSOLIDATION,C,10000,,0,0.19,N,11
13259,25,90000,MORTGAGE,9.0,VENTURE,B,5600,9.99,0,0.06,N,4
14712,24,40000,RENT,0.0,MEDICAL,A,15000,7.88,1,0.38,N,4
11903,25,77078,MORTGAGE,1.0,DEBTCONSOLIDATION,B,3425,12.18,0,0.04,N,2
20052,27,38000,OWN,,MEDICAL,A,6500,5.42,0,0.17,N,6
26639,29,82450,MORTGAGE,11.0,MEDICAL,E,7500,14.5,1,0.08,N,9
6467,23,50000,MORTGAGE,7.0,EDUCATION,A,3000,6.03,0,0.06,N,4
21415,33,48000,OWN,11.0,HOMEIMPROVEMENT,B,10000,9.99,0,0.21,N,8
27904,29,46000,MORTGAGE,3.0,PERSONAL,B,6000,11.49,0,0.13,N,8
9330,26,61000,MORTGAGE,3.0,PERSONAL,B,7500,10.25,0,0.12,N,4
16984,26,72000,MORTGAGE,7.0,MEDICAL,B,16000,10.59,0,0.22,N,4
15269,26,127992,MORTGAGE,10.0,MEDICAL,C,26000,13.99,0,0.2,Y,3
18776,27,26400,MORTGAGE,6.0,MEDICAL,A,6000,6.91,1,0.23,N,9
11573,24,75000,MORTGAGE,3.0,VENTURE,F,25000,19.74,0,0.33,N,4
5552,23,67596,RENT,2.0,PERSONAL,B,5000,11.86,0,0.07,N,4
13065,24,87500,MORTGAGE,8.0,MEDICAL,A,10000,6.17,0,0.11,N,4
28154,29,59000,RENT,3.0,EDUCATION,A,6000,7.88,0,0.1,N,8
12186,23,28000,RENT,2.0,EDUCATION,C,12000,14.27,1,0.43,Y,4
19584,28,35000,OWN,6.0,VENTURE,C,5000,14.27,0,0.14,Y,10
9986,24,65000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000,7.66,0,0.15,N,4
10771,22,70000,MORTGAGE,1.0,EDUCATION,A,8000,7.49,0,0.11,N,3
5386,23,65000,RENT,3.0,MEDICAL,B,8500,12.21,0,0.13,N,2
28810,27,44000,RENT,5.0,EDUCATION,B,13650,10.65,1,0.31,N,7
1300,22,25788,OWN,2.0,VENTURE,B,3500,12.18,0,0.14,N,2
18369,29,65000,RENT,3.0,HOMEIMPROVEMENT,A,20000,8.9,1,0.31,N,10
6432,26,40000,RENT,4.0,EDUCATION,B,6000,,0,0.15,N,2
20134,35,38400,MORTGAGE,0.0,EDUCATION,A,5000,,0,0.13,N,9
19094,31,38400,RENT,3.0,EDUCATION,C,2200,13.06,0,0.06,Y,10
7145,25,67000,RENT,3.0,EDUCATION,A,7000,8.94,0,0.1,N,4
10458,24,68000,MORTGAGE,8.0,MEDICAL,A,8000,7.49,0,0.12,N,4
1054,26,86000,RENT,10.0,VENTURE,A,18000,8.49,0,0.21,N,2
5410,23,45000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,1450,,0,0.03,N,2
15556,23,80000,RENT,5.0,VENTURE,B,15000,12.69,0,0.19,N,4
10348,24,21600,RENT,,MEDICAL,B,10000,9.91,1,0.46,N,3
18871,29,38004,RENT,2.0,PERSONAL,C,1500,12.53,1,0.04,Y,7
4641,22,160000,RENT,0.0,VENTURE,A,10000,8.94,0,0.06,N,3
4016,23,58000,RENT,1.0,VENTURE,B,4000,10.74,0,0.07,N,2
13465,24,92000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,22000,10.99,0,0.24,N,4
15683,25,154000,MORTGAGE,1.0,EDUCATION,B,21600,10.37,0,0.14,N,3
21059,34,53995,RENT,10.0,PERSONAL,B,5000,9.63,0,0.09,N,6
32502,62,16800,RENT,0.0,VENTURE,A,2500,6.91,0,0.15,N,24
14456,23,95000,MORTGAGE,3.0,HOMEIMPROVEMENT,F,15000,17.03,1,0.16,N,2
26066,33,95000,MORTGAGE,1.0,EDUCATION,D,24000,12.92,0,0.25,Y,5
24506,34,57000,RENT,1.0,EDUCATION,B,10000,11.14,0,0.18,N,8
8489,21,26000,RENT,2.0,MEDICAL,E,7750,16.7,1,0.3,Y,2
23140,27,60000,MORTGAGE,9.0,PERSONAL,A,5000,7.88,0,0.08,N,5
6040,24,34000,RENT,1.0,VENTURE,B,5750,10.75,0,0.17,N,3
26595,27,107000,MORTGAGE,2.0,EDUCATION,A,10800,9.63,0,0.1,N,5
27060,27,120000,MORTGAGE,4.0,PERSONAL,C,6000,13.79,0,0.05,N,10
17584,23,70000,OWN,0.0,VENTURE,B,3600,10.59,0,0.05,N,4
11869,26,71000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.08,N,4
15399,24,132652,MORTGAGE,8.0,MEDICAL,A,28000,8.49,0,0.21,N,3
12384,22,40000,RENT,1.0,DEBTCONSOLIDATION,C,12000,13.22,0,0.3,N,4
8442,26,51996,MORTGAGE,2.0,MEDICAL,E,6500,15.68,1,0.13,N,4
16295,24,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,11.83,0,0.19,N,3
7440,22,72321,RENT,6.0,PERSONAL,B,6650,,0,0.09,N,4
19253,29,21996,RENT,4.0,DEBTCONSOLIDATION,C,2500,13.11,1,0.11,Y,8
17823,22,19200,RENT,0.0,DEBTCONSOLIDATION,E,3000,,1,0.16,Y,2
28238,34,263004,MORTGAGE,2.0,DEBTCONSOLIDATION,D,25000,16.32,1,0.1,Y,9
10816,26,42000,RENT,1.0,MEDICAL,A,10000,6.54,0,0.24,N,4
8219,22,31875,RENT,3.0,EDUCATION,C,7500,13.11,0,0.24,N,2
6342,22,49000,MORTGAGE,,PERSONAL,A,16750,6.91,0,0.34,N,4
7622,25,54000,MORTGAGE,4.0,MEDICAL,B,8400,11.11,0,0.16,N,4
10131,23,22000,RENT,3.0,EDUCATION,C,9600,13.16,1,0.44,N,2
22532,28,65000,RENT,2.0,MEDICAL,C,7200,13.98,0,0.11,Y,8
3048,22,35000,MORTGAGE,6.0,PERSONAL,C,7500,11.34,0,0.21,Y,2
20973,31,39000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,4000,16.77,1,0.1,Y,9
30816,40,32000,RENT,19.0,DEBTCONSOLIDATION,B,9600,9.88,0,0.3,N,14
26870,32,45400,RENT,4.0,PERSONAL,B,15000,12.18,1,0.33,N,6
23596,27,65000,MORTGAGE,11.0,PERSONAL,A,3000,7.51,0,0.05,N,8
26742,28,110004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,15000,,0,0.14,N,6
26224,30,98700,MORTGAGE,12.0,EDUCATION,B,6000,,0,0.06,N,6
14392,25,30000,OWN,4.0,DEBTCONSOLIDATION,D,10000,14.61,0,0.33,Y,2
7146,25,45996,MORTGAGE,9.0,HOMEIMPROVEMENT,C,11000,12.68,1,0.24,N,2
19180,27,77700,RENT,5.0,MEDICAL,C,2400,,0,0.03,Y,5
10769,21,40000,RENT,5.0,VENTURE,A,10000,7.51,0,0.25,N,4
25498,32,73000,MORTGAGE,7.0,PERSONAL,C,4750,13.11,1,0.07,Y,9
1257,22,42000,RENT,0.0,VENTURE,D,16000,16.0,1,0.38,N,3
2333,21,31544,MORTGAGE,,MEDICAL,A,2200,7.9,0,0.07,N,2
11554,25,65900,RENT,2.0,DEBTCONSOLIDATION,A,10000,8.49,0,0.15,N,2
3651,24,40000,RENT,1.0,VENTURE,B,3825,10.0,0,0.1,N,4
6499,25,39000,RENT,0.0,VENTURE,C,6000,13.49,1,0.15,Y,2
26735,29,83300,MORTGAGE,5.0,MEDICAL,E,5000,16.95,1,0.05,Y,6
23121,27,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,15000,11.86,0,0.25,N,8
19019,31,33000,RENT,1.0,DEBTCONSOLIDATION,A,2000,5.79,0,0.06,N,5
16987,23,70000,RENT,4.0,EDUCATION,A,6000,7.49,0,0.09,N,3
31009,39,73000,MORTGAGE,3.0,VENTURE,A,10000,7.51,0,0.14,N,14
31358,36,48000,RENT,8.0,PERSONAL,A,12150,5.79,0,0.25,N,14
23242,33,60000,OWN,8.0,EDUCATION,C,8350,11.34,0,0.14,Y,7
8073,24,55000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,5275,8.07,0,0.1,N,4
9817,23,36000,RENT,3.0,EDUCATION,B,9000,9.99,0,0.25,N,2
11057,21,71688,MORTGAGE,2.0,EDUCATION,D,7500,13.17,0,0.1,Y,4
29552,36,57110,RENT,5.0,EDUCATION,B,2400,10.0,0,0.04,N,15
3018,22,50000,RENT,1.0,VENTURE,A,3200,8.49,0,0.06,N,4
17493,23,92004,MORTGAGE,7.0,EDUCATION,B,24250,11.12,0,0.26,N,2
2145,24,48000,RENT,0.0,PERSONAL,C,2400,12.99,0,0.05,Y,4
321,24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4
31050,44,59000,RENT,1.0,EDUCATION,D,10000,15.62,1,0.17,N,13
15566,25,145000,MORTGAGE,3.0,PERSONAL,B,7500,10.08,0,0.05,N,2
2548,25,30000,RENT,3.0,PERSONAL,C,3000,13.61,0,0.1,N,2
26413,35,100843,MORTGAGE,6.0,MEDICAL,C,2800,12.87,0,0.03,N,5
23026,33,60000,MORTGAGE,17.0,MEDICAL,A,7000,5.42,0,0.12,N,8
26542,29,105000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,17000,10.25,0,0.16,N,10
27869,32,385000,MORTGAGE,3.0,VENTURE,A,19925,7.9,0,0.05,N,9
13585,22,44400,RENT,3.0,EDUCATION,C,12800,12.73,0,0.29,N,2
19874,28,36000,MORTGAGE,1.0,PERSONAL,D,1400,15.37,0,0.04,Y,9
2463,22,31500,RENT,3.0,DEBTCONSOLIDATION,D,2900,,1,0.09,N,4
28814,33,24000,RENT,6.0,MEDICAL,A,10000,8.9,1,0.42,N,10
19028,28,50000,RENT,2.0,MEDICAL,D,2000,16.89,1,0.04,N,7
22648,29,56700,OWN,14.0,MEDICAL,B,11000,10.62,0,0.19,N,6
22828,34,54000,RENT,2.0,VENTURE,D,7800,14.84,1,0.14,N,6
22336,27,54216,MORTGAGE,4.0,PERSONAL,A,9000,5.99,0,0.17,N,5
23876,31,33000,RENT,1.0,MEDICAL,D,9750,14.54,1,0.3,Y,9
